	Row.names	domain	phylum	class	order	family	genus	species	LBT-5	LBT-7	LBT-90	LBT-92	LBT-94	LBT-97	LBT89	LBT96	EPR-BT43	EPR-BT44	EPR-BT50	EPR-BT51	EPR-BT65	EPR-BT66	EPR-BT71
29860	ASV_36872	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29861	ASV_36873	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29862	ASV_36874	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29863	ASV_36875	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29864	ASV_36876	Bacteria	Firmicutes	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29865	ASV_36877	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29866	ASV_36878	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29867	ASV_36879	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29868	ASV_3688	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29869	ASV_36880	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29870	ASV_36881	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29871	ASV_36882	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29872	ASV_36883	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29873	ASV_36884	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29874	ASV_36885	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29875	ASV_36886	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29876	ASV_36887	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29877	ASV_36888	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29878	ASV_36889	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29879	ASV_3689	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter	NA	0	0	0	0	0	0	0	0	0	0	15	10	4	0	0
29880	ASV_36890	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29881	ASV_36891	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29882	ASV_36892	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29883	ASV_36893	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29884	ASV_36894	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29885	ASV_36895	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29886	ASV_36896	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29887	ASV_36897	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29888	ASV_36898	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
29889	ASV_36899	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29890	ASV_369	NA	NA	NA	NA	NA	NA	NA	2562	1180	498	289	904	523	0	0	0	0	0	0	0	0	0
29891	ASV_3690	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
29892	ASV_36900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29893	ASV_36901	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29894	ASV_36902	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29895	ASV_36903	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29896	ASV_36904	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29897	ASV_36905	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29898	ASV_36906	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29899	ASV_36907	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29900	ASV_36908	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29901	ASV_36909	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29902	ASV_3691	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29903	ASV_36910	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29904	ASV_36911	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29905	ASV_36912	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29906	ASV_36913	Bacteria	DTB120	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29907	ASV_36914	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29908	ASV_36915	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29909	ASV_36916	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29910	ASV_36917	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29911	ASV_36918	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29912	ASV_36919	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29913	ASV_3692	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	0	9	0	0	0	0	0	0	0	0	4	0	0	21	0
29914	ASV_36920	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29915	ASV_36921	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29916	ASV_36922	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29917	ASV_36923	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29918	ASV_36924	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29919	ASV_36925	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29920	ASV_36926	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29921	ASV_36927	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	MD3-55	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29922	ASV_36928	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29923	ASV_36929	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29924	ASV_3693	Bacteria	Nitrospirota	BMS9AB35	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	43	22	0	28	0
29925	ASV_36930	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29926	ASV_36931	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29927	ASV_36932	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29928	ASV_36933	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29929	ASV_36934	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29930	ASV_36935	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29931	ASV_36936	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29932	ASV_36937	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29933	ASV_36938	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29934	ASV_36939	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29935	ASV_3694	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
29936	ASV_36940	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29937	ASV_36941	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29938	ASV_36942	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29939	ASV_36943	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29940	ASV_36944	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29941	ASV_36945	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29942	ASV_36946	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29943	ASV_36947	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29944	ASV_36948	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29945	ASV_36949	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29946	ASV_3695	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29947	ASV_36950	Bacteria	Campilobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Caminibacter	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29948	ASV_36951	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29949	ASV_36952	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29950	ASV_36953	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29951	ASV_36954	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29952	ASV_36955	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29953	ASV_36956	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29954	ASV_36957	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29955	ASV_36958	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29956	ASV_36959	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29957	ASV_3696	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	113	2	0	1	0	0
29958	ASV_36960	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29959	ASV_36961	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29960	ASV_36962	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29961	ASV_36963	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29962	ASV_36964	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29963	ASV_36965	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29964	ASV_36966	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29965	ASV_36967	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29966	ASV_36968	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29967	ASV_36969	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29968	ASV_3697	Bacteria	Campilobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Caminibacter	NA	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8
29969	ASV_36970	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29970	ASV_36971	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29971	ASV_36972	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29972	ASV_36973	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29973	ASV_36974	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29974	ASV_36975	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29975	ASV_36976	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29976	ASV_36977	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29977	ASV_36978	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29978	ASV_36979	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29979	ASV_3698	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29980	ASV_36980	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29981	ASV_36981	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29982	ASV_36982	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29983	ASV_36983	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29984	ASV_36984	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29985	ASV_36985	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29986	ASV_36986	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29987	ASV_36987	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29988	ASV_36988	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29989	ASV_36989	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29990	ASV_3699	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	pLW-20	NA	0	0	0	0	0	0	0	0	0	51	5	5	0	0	0
29991	ASV_36990	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29992	ASV_36991	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29993	ASV_36992	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29994	ASV_36993	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29995	ASV_36994	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29996	ASV_36995	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29997	ASV_36996	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29998	ASV_36997	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
29999	ASV_36998	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30000	ASV_36999	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30001	ASV_37	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	8	0	0	14	26	0	0	3	188	13	13	4	4	393
30002	ASV_370	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
30003	ASV_3700	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30004	ASV_37000	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30005	ASV_37001	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30006	ASV_37002	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30007	ASV_37003	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30008	ASV_37004	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30009	ASV_37005	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30010	ASV_37006	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30011	ASV_37007	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30012	ASV_37008	Bacteria	Patescibacteria	ABY1	Candidatus Buchananbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30013	ASV_37009	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30014	ASV_3701	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	10	0	0	0	0	18	18	9	2	13	1
30015	ASV_37010	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30016	ASV_37011	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30017	ASV_37012	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30018	ASV_37013	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30019	ASV_37014	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30020	ASV_37015	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30021	ASV_37016	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30022	ASV_37017	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30023	ASV_37018	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30024	ASV_37019	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30025	ASV_3702	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Ika33	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30026	ASV_37020	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30027	ASV_37021	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30028	ASV_37022	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30029	ASV_37023	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30030	ASV_37024	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30031	ASV_37025	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30032	ASV_37026	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30033	ASV_37027	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30034	ASV_37028	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30035	ASV_37029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30036	ASV_3703	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9
30037	ASV_37030	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30038	ASV_37031	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30039	ASV_37032	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30040	ASV_37033	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30041	ASV_37034	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30042	ASV_37035	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30043	ASV_37036	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30044	ASV_37037	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30045	ASV_37038	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30046	ASV_37039	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30047	ASV_3704	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30048	ASV_37040	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30049	ASV_37041	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30050	ASV_37042	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30051	ASV_37043	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30052	ASV_37044	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
30053	ASV_37045	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
